gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,Yes,41,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,31.49,1300.84,0
Female,0,No,Yes,1,Yes,Yes,None,Month-to-month,Yes,Cash deposit,9.5,0.0,0
Female,1,Yes,No,6,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,27.99,199.14,0
Male,0,No,Yes,51,No,No phone service,ZOL Fibroniks,Month-to-month,No,OneMoney,44.72,2166.61,0
Male,0,Yes,No,65,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,41.31,2672.13,0
Female,0,No,Yes,62,Yes,No,Econet Mobile,Month-to-month,No,OneMoney,50.1,3104.42,0
Female,0,No,Yes,41,Yes,No,ZOL Fibroniks,One year,No,OneMoney,8.89,372.54,0
Female,0,Yes,Yes,38,Yes,No,Econet Mobile,Two year,No,ZIPIT,30.71,1169.4,0
Male,0,Yes,Yes,59,Yes,Yes,Econet Mobile,Month-to-month,No,EcoCash,36.2,2147.54,0
Male,0,Yes,No,61,Yes,No,Econet Mobile,Month-to-month,Yes,Cash deposit,49.4,3035.0,1
Female,0,No,Yes,66,Yes,No,Econet Mobile,One year,Yes,Bank debit order,27.14,1887.8,0
Female,0,No,No,29,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,47.63,1416.25,1
Male,1,Yes,No,34,Yes,Yes,None,Month-to-month,Yes,Bank debit order,20.91,634.88,1
Male,1,Yes,Yes,5,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,41.91,250.76,0
Male,0,Yes,No,12,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,32.72,384.46,0
Female,0,No,Yes,27,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,31.67,825.8,1
Male,0,Yes,No,59,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,81.44,4731.85,1
Male,0,Yes,Yes,32,Yes,Yes,ZOL Fibroniks,One year,Yes,Bank debit order,32.01,1008.89,0
Male,0,No,No,42,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,30.39,1285.56,1
Female,0,Yes,Yes,63,Yes,Yes,ZOL Fibroniks,Two year,Yes,EcoCash,12.36,815.47,0
Male,0,No,Yes,34,No,No phone service,TelOne ADSL,Month-to-month,Yes,ZIPIT,55.82,1842.09,0
Male,1,Yes,Yes,24,No,No phone service,ZOL Fibroniks,Month-to-month,Yes,EcoCash,28.22,655.76,0
Male,0,Yes,Yes,53,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,37.42,1957.79,1
Male,0,No,No,23,Yes,Yes,TelOne ADSL,Two year,No,OneMoney,22.8,495.23,0
Female,1,Yes,Yes,28,Yes,No,Liquid Home,Month-to-month,Yes,Cash deposit,45.48,1196.64,1
Male,0,Yes,No,64,Yes,No,None,Month-to-month,Yes,EcoCash,54.78,3452.1,0
Male,0,No,Yes,31,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,61.56,1892.59,0
Female,1,No,Yes,18,Yes,Yes,Econet Mobile,Two year,Yes,Cash deposit,35.9,676.93,0
Male,1,No,Yes,60,Yes,Yes,Liquid Home,Two year,Yes,ZIPIT,27.32,1626.95,0
Female,0,Yes,Yes,46,Yes,No,Econet Mobile,One year,Yes,OneMoney,26.15,1142.41,0
Female,0,Yes,No,56,Yes,Yes,None,Month-to-month,No,OneMoney,38.32,2132.18,0
Male,0,Yes,Yes,23,No,No phone service,Liquid Home,Month-to-month,Yes,EcoCash,42.57,916.38,1
Female,0,No,No,57,Yes,No,None,Month-to-month,Yes,EcoCash,47.8,2761.1,1
Male,0,No,Yes,69,Yes,No,ZOL Fibroniks,Month-to-month,No,Cash deposit,22.76,1644.67,0
Female,0,No,Yes,11,Yes,No,Econet Mobile,Two year,Yes,EcoCash,40.42,448.68,0
Male,0,No,Yes,13,Yes,Yes,TelOne ADSL,Month-to-month,Yes,Bank debit order,19.65,288.49,0
Female,0,Yes,No,41,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,35.67,1426.1,0
Female,0,No,Yes,52,Yes,Yes,TelOne ADSL,One year,No,EcoCash,63.12,3293.06,0
Female,0,Yes,No,0,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,33.9,30.1,1
Male,0,Yes,Yes,40,Yes,Yes,None,Month-to-month,No,ZIPIT,22.08,930.72,0
Male,0,No,Yes,9,Yes,No,Econet Mobile,Month-to-month,Yes,ZIPIT,44.31,366.72,1
Male,0,No,No,71,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,54.1,3834.58,0
Male,0,Yes,No,53,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,24.16,1222.82,0
Female,0,Yes,No,72,Yes,No,None,Month-to-month,No,EcoCash,13.61,1009.33,0
Male,0,No,Yes,15,Yes,Yes,Econet Mobile,Two year,Yes,EcoCash,23.38,316.17,0
Female,0,Yes,No,57,Yes,No,Econet Mobile,Two year,Yes,EcoCash,30.09,1696.32,0
Female,0,No,Yes,27,Yes,Yes,Liquid Home,Month-to-month,No,EcoCash,65.33,1716.32,1
Male,0,No,No,7,Yes,No,TelOne ADSL,One year,Yes,EcoCash,12.73,76.58,1
Male,0,Yes,Yes,35,No,No phone service,Liquid Home,Month-to-month,No,OneMoney,8.0,312.7,1
Female,0,Yes,No,34,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,42.89,1472.96,0
Male,1,Yes,Yes,36,Yes,Yes,Liquid Home,Month-to-month,No,EcoCash,25.19,967.59,0
Male,0,No,No,62,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,20.15,1213.45,0
Female,0,Yes,No,20,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,49.69,991.06,1
Female,0,No,No,46,Yes,No,Liquid Home,One year,No,OneMoney,39.64,1877.79,0
Male,0,Yes,Yes,14,Yes,Yes,TelOne ADSL,One year,Yes,OneMoney,56.1,735.42,0
Male,0,No,Yes,64,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,51.22,3335.15,0
Male,0,Yes,No,33,Yes,No,None,Month-to-month,No,Cash deposit,16.25,609.68,0
Female,0,Yes,No,58,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,8.0,406.11,0
Female,0,No,No,19,Yes,No,ZOL Fibroniks,Two year,No,EcoCash,58.14,1223.82,0
Female,0,No,Yes,22,Yes,No,Liquid Home,Month-to-month,No,EcoCash,35.76,770.35,0
Female,0,Yes,Yes,71,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,92.27,6464.14,1
Female,0,Yes,Yes,14,Yes,Yes,None,Two year,Yes,ZIPIT,55.41,718.2,0
Male,0,No,No,40,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,62.68,2496.75,1
Male,0,Yes,Yes,23,Yes,No,Liquid Home,One year,No,OneMoney,21.0,459.84,0
Female,0,Yes,Yes,28,Yes,No,None,Month-to-month,Yes,EcoCash,36.49,979.68,1
Female,0,Yes,No,50,Yes,No,TelOne ADSL,Two year,Yes,Cash deposit,52.56,2563.39,0
Female,0,Yes,Yes,57,Yes,Yes,Liquid Home,Two year,No,EcoCash,36.48,2006.49,0
Male,0,No,No,35,Yes,Yes,ZOL Fibroniks,Month-to-month,No,OneMoney,39.01,1445.38,0
Male,0,No,Yes,46,No,No phone service,ZOL Fibroniks,Month-to-month,Yes,EcoCash,42.38,1964.67,1
Male,0,No,Yes,3,Yes,Yes,ZOL Fibroniks,Month-to-month,No,OneMoney,24.97,122.47,1
Male,1,No,Yes,17,No,No phone service,TelOne ADSL,Month-to-month,No,EcoCash,22.1,326.36,0
Female,0,Yes,Yes,54,Yes,No,Econet Mobile,Month-to-month,Yes,Bank debit order,34.7,1851.57,0
Female,0,No,No,48,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,30.54,1412.71,0
Male,0,Yes,Yes,3,Yes,No,TelOne ADSL,Month-to-month,Yes,OneMoney,22.2,39.27,1
Male,0,Yes,Yes,65,Yes,Yes,ZOL Fibroniks,Two year,Yes,EcoCash,35.72,2372.66,0
Female,0,No,Yes,29,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,14.49,396.22,0
Male,0,Yes,No,22,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,51.72,1130.43,1
Female,0,Yes,No,33,Yes,No,ZOL Fibroniks,One year,No,ZIPIT,48.61,1568.4,0
Female,0,Yes,Yes,28,Yes,No,None,One year,No,EcoCash,50.31,1445.08,0
Male,0,No,Yes,36,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,22.9,793.92,0
Male,0,Yes,Yes,11,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,20.62,288.17,1
Female,0,No,No,10,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,61.78,598.3,0
Female,0,No,Yes,72,Yes,No,Liquid Home,Two year,Yes,EcoCash,34.48,2603.71,0
Male,0,No,Yes,54,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,OneMoney,48.26,2665.94,0
Female,0,Yes,No,26,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,17.26,446.14,0
Female,0,No,Yes,62,Yes,No,ZOL Fibroniks,Two year,Yes,EcoCash,32.85,2040.12,0
Female,1,Yes,No,58,Yes,Yes,ZOL Fibroniks,Month-to-month,No,ZIPIT,59.45,3516.64,1
Male,0,No,Yes,50,Yes,No,TelOne ADSL,Two year,Yes,OneMoney,40.41,2036.79,0
Female,0,No,No,52,Yes,No,Liquid Home,One year,Yes,EcoCash,33.5,1771.99,0
Female,0,Yes,Yes,69,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,48.19,3430.82,1
Male,0,No,Yes,60,Yes,Yes,Econet Mobile,Two year,Yes,EcoCash,43.69,2631.72,0
Male,0,No,Yes,18,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,75.52,1254.31,1
Female,0,Yes,Yes,53,Yes,No,Liquid Home,Two year,Yes,Bank debit order,38.74,2061.85,0
Male,0,Yes,No,11,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,49.66,604.9,1
Male,0,No,Yes,36,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,35.57,1296.25,1
Male,0,No,Yes,4,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,20.2,22.9,1
Female,0,No,No,12,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,45.59,542.82,1
Female,0,Yes,Yes,52,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,11.61,677.92,0
Male,0,No,No,27,Yes,Yes,Liquid Home,Month-to-month,Yes,OneMoney,55.76,1434.59,1
Female,0,No,No,11,Yes,No,Econet Mobile,Month-to-month,No,Cash deposit,14.3,71.27,1
Male,0,No,Yes,71,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,22.06,1524.4,0
Female,0,Yes,No,68,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,OneMoney,20.56,1455.4,1
Female,0,Yes,No,16,Yes,No,Liquid Home,One year,No,EcoCash,49.18,684.5,0
Female,0,No,No,43,Yes,No,Liquid Home,One year,Yes,EcoCash,17.85,773.59,1
Male,0,Yes,Yes,21,Yes,Yes,Liquid Home,One year,No,EcoCash,47.17,1015.38,0
Female,0,Yes,Yes,58,Yes,No,Liquid Home,One year,Yes,OneMoney,25.87,1500.55,0
Male,1,No,No,50,Yes,No,TelOne ADSL,Month-to-month,Yes,OneMoney,35.89,1720.45,0
Female,0,Yes,No,31,Yes,Yes,None,Month-to-month,Yes,EcoCash,28.34,885.08,1
Male,0,Yes,Yes,67,Yes,Yes,Econet Mobile,One year,No,EcoCash,79.89,5298.13,1
Male,0,Yes,Yes,53,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,8.05,433.94,0
Male,0,No,No,11,Yes,Yes,Econet Mobile,One year,No,ZIPIT,46.81,470.37,0
Female,0,No,No,32,Yes,No,Liquid Home,Month-to-month,No,ZIPIT,37.83,1227.15,1
Male,0,Yes,No,60,Yes,Yes,Econet Mobile,Month-to-month,Yes,ZIPIT,23.96,1435.11,0
Female,0,Yes,No,39,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,45.11,1696.11,0
Male,0,No,Yes,7,Yes,No,TelOne ADSL,One year,No,EcoCash,20.71,172.59,0
Male,0,Yes,No,56,Yes,No,Liquid Home,Two year,No,ZIPIT,18.67,1038.18,0
Female,1,No,Yes,35,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,17.36,623.5,0
Male,0,No,Yes,17,Yes,No,TelOne ADSL,One year,Yes,ZIPIT,39.48,680.96,0
Female,0,Yes,Yes,59,Yes,No,TelOne ADSL,One year,No,EcoCash,27.21,1655.48,0
Female,1,Yes,No,64,Yes,Yes,TelOne ADSL,Two year,Yes,OneMoney,22.4,1462.37,0
Male,0,Yes,Yes,42,Yes,Yes,ZOL Fibroniks,One year,No,ZIPIT,44.17,1875.35,0
Male,0,No,Yes,52,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,57.41,2890.18,1
Male,0,Yes,Yes,17,Yes,Yes,ZOL Fibroniks,Month-to-month,No,Bank debit order,12.46,189.93,1
Female,1,No,Yes,54,Yes,Yes,ZOL Fibroniks,Two year,No,EcoCash,43.96,2241.9,0
Female,0,No,Yes,66,Yes,No,Liquid Home,Month-to-month,No,EcoCash,47.43,3055.29,1
Male,0,No,Yes,17,Yes,No,Liquid Home,Month-to-month,No,ZIPIT,60.93,1088.02,0
Male,1,No,Yes,68,Yes,No,ZOL Fibroniks,One year,Yes,Cash deposit,32.79,2200.49,0
Male,0,Yes,Yes,6,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,65.81,445.89,1
Male,1,No,No,32,Yes,No,Liquid Home,One year,No,EcoCash,48.51,1506.78,0
Female,0,No,No,5,Yes,Yes,None,Month-to-month,No,OneMoney,8.0,26.84,0
Female,1,Yes,No,32,Yes,Yes,TelOne ADSL,Two year,Yes,EcoCash,43.41,1390.29,0
Male,0,Yes,Yes,47,Yes,No,Econet Mobile,One year,Yes,OneMoney,37.69,1842.52,0
Female,0,Yes,Yes,63,Yes,Yes,Liquid Home,Month-to-month,No,Cash deposit,55.71,3553.64,0
Male,0,Yes,Yes,10,Yes,Yes,ZOL Fibroniks,Two year,Yes,EcoCash,59.24,561.4,0
Male,0,No,No,64,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,20.51,1281.96,1
Female,0,Yes,Yes,72,Yes,No,Liquid Home,One year,No,ZIPIT,54.31,3913.82,0
Female,1,No,Yes,4,Yes,No,None,Month-to-month,Yes,OneMoney,35.67,256.21,0
Female,0,No,No,70,Yes,Yes,Liquid Home,Month-to-month,Yes,OneMoney,25.24,1765.19,0
Male,0,Yes,No,66,Yes,No,Liquid Home,One year,No,Cash deposit,64.08,4182.87,0
Male,0,No,Yes,2,Yes,Yes,TelOne ADSL,One year,Yes,Cash deposit,29.43,14.89,0
Male,0,Yes,No,4,Yes,Yes,Econet Mobile,Two year,No,EcoCash,38.58,140.0,0
Male,0,Yes,Yes,52,Yes,No,TelOne ADSL,One year,Yes,Cash deposit,36.66,1917.17,0
Female,0,Yes,Yes,30,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,47.27,1367.8,1
Female,0,Yes,Yes,19,Yes,No,None,Two year,Yes,Cash deposit,61.75,1215.72,0
Male,0,Yes,No,29,Yes,No,Liquid Home,Two year,Yes,OneMoney,66.97,1904.39,0
Female,0,Yes,Yes,24,Yes,Yes,Liquid Home,Two year,No,Cash deposit,54.29,1362.94,0
Male,0,Yes,No,71,Yes,No,Econet Mobile,Two year,No,Cash deposit,8.0,576.06,0
Female,0,Yes,Yes,17,Yes,Yes,None,One year,Yes,EcoCash,64.23,1070.37,0
Male,0,No,No,6,Yes,No,None,One year,Yes,ZIPIT,48.81,147.33,0
Male,1,Yes,No,60,Yes,No,TelOne ADSL,One year,No,OneMoney,57.75,3442.48,0
Female,0,No,No,61,No,No phone service,Econet Mobile,Month-to-month,Yes,OneMoney,32.58,1983.53,0
Male,0,No,No,65,Yes,No,ZOL Fibroniks,One year,Yes,EcoCash,37.78,2454.08,0
Male,0,No,No,70,Yes,No,None,Month-to-month,No,EcoCash,55.1,3882.49,0
Male,0,No,No,2,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,74.21,125.1,1
Male,1,No,Yes,56,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,41.48,2349.03,1
Male,0,No,No,19,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,15.54,245.99,1
Male,0,No,Yes,30,Yes,Yes,Econet Mobile,One year,Yes,OneMoney,48.74,1508.7,0
Female,0,No,Yes,32,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,34.64,1155.68,1
Female,0,Yes,Yes,71,Yes,Yes,None,Month-to-month,Yes,Cash deposit,19.0,1362.14,0
Male,0,No,Yes,38,Yes,Yes,Econet Mobile,Month-to-month,Yes,ZIPIT,35.63,1389.2,0
Male,0,No,No,16,Yes,No,Econet Mobile,One year,No,Cash deposit,46.59,727.48,0
Female,0,Yes,Yes,6,Yes,No,Liquid Home,Month-to-month,Yes,Cash deposit,56.95,329.96,1
Female,0,No,Yes,42,Yes,No,Econet Mobile,Month-to-month,No,Cash deposit,29.31,1216.29,0
Female,1,No,No,60,Yes,Yes,Econet Mobile,Month-to-month,Yes,ZIPIT,30.08,1867.01,0
Female,0,No,No,51,Yes,Yes,Liquid Home,Two year,Yes,EcoCash,36.17,1851.93,0
Female,1,Yes,Yes,68,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,69.61,4692.48,0
Male,0,Yes,No,3,Yes,Yes,Econet Mobile,Two year,No,EcoCash,62.16,180.82,0
Male,0,Yes,Yes,29,Yes,No,Liquid Home,Month-to-month,Yes,Bank debit order,48.16,1370.18,1
Female,0,No,Yes,44,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,47.48,2095.36,1
Female,0,No,No,62,Yes,No,ZOL Fibroniks,Two year,No,OneMoney,32.33,1993.55,0
Male,0,No,No,22,Yes,Yes,Liquid Home,One year,Yes,OneMoney,51.9,1071.45,1
Female,1,Yes,No,49,Yes,No,TelOne ADSL,Month-to-month,No,ZIPIT,20.11,929.1,0
Male,0,Yes,Yes,15,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,46.62,678.07,0
Female,0,No,Yes,43,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,8.0,410.34,0
Female,0,No,Yes,56,Yes,Yes,None,Month-to-month,No,EcoCash,8.47,380.21,0
Male,0,No,No,59,No,No phone service,TelOne ADSL,Month-to-month,Yes,Bank debit order,8.0,489.38,0
Male,0,Yes,Yes,32,Yes,No,TelOne ADSL,Month-to-month,Yes,ZIPIT,71.87,2377.75,1
Male,0,Yes,Yes,34,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,35.15,1243.37,1
Female,0,No,Yes,64,No,No phone service,Liquid Home,Month-to-month,Yes,EcoCash,13.65,872.34,0
Female,0,No,No,39,Yes,Yes,TelOne ADSL,Two year,Yes,OneMoney,81.87,3181.57,0
Male,0,Yes,Yes,25,No,No phone service,Econet Mobile,Month-to-month,Yes,Bank debit order,24.05,633.3,1
Male,0,No,No,20,Yes,No,None,Month-to-month,Yes,Bank debit order,47.47,1024.81,1
Female,0,No,Yes,51,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,23.9,1254.81,1
Male,0,No,Yes,51,Yes,Yes,ZOL Fibroniks,Two year,Yes,EcoCash,52.29,2676.08,0
Male,0,Yes,Yes,39,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,37.73,1531.98,0
Male,0,Yes,Yes,11,Yes,No,None,Month-to-month,Yes,EcoCash,24.56,279.07,0
Female,0,No,No,11,Yes,No,None,Two year,No,EcoCash,13.96,158.17,0
Female,1,No,No,17,Yes,Yes,None,Month-to-month,No,OneMoney,25.23,460.66,1
Male,0,No,Yes,0,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,19.91,0.0,1
Female,0,No,Yes,35,Yes,No,Econet Mobile,One year,No,EcoCash,8.0,429.54,0
Female,1,Yes,Yes,30,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,51.22,1544.5,0
Male,0,Yes,No,28,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,58.09,1617.28,1
Female,0,Yes,No,68,Yes,No,TelOne ADSL,Month-to-month,Yes,OneMoney,25.75,1793.21,1
Female,1,No,No,17,Yes,No,ZOL Fibroniks,Two year,Yes,EcoCash,8.0,190.82,0
Male,1,Yes,Yes,59,Yes,Yes,Liquid Home,Two year,Yes,EcoCash,44.53,2593.03,0
Male,0,No,Yes,14,Yes,No,ZOL Fibroniks,One year,Yes,ZIPIT,40.79,485.61,0
Female,0,No,No,44,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,19.99,863.02,0
Female,0,No,Yes,62,Yes,No,ZOL Fibroniks,Month-to-month,No,ZIPIT,36.93,2303.89,1
Male,1,No,No,61,Yes,No,TelOne ADSL,Two year,No,Bank debit order,8.0,450.92,0
Female,1,No,No,43,Yes,Yes,Liquid Home,One year,No,EcoCash,38.15,1639.18,0
Female,0,Yes,No,15,Yes,Yes,TelOne ADSL,Month-to-month,Yes,ZIPIT,35.25,522.34,1
Male,0,No,No,27,Yes,No,TelOne ADSL,Two year,No,Cash deposit,61.93,1590.32,0
Female,0,Yes,Yes,30,Yes,No,ZOL Fibroniks,Two year,No,ZIPIT,42.57,1310.16,0
Male,0,Yes,No,61,Yes,Yes,Econet Mobile,Month-to-month,No,EcoCash,39.64,2462.95,0
Female,0,No,Yes,27,Yes,Yes,ZOL Fibroniks,One year,No,EcoCash,73.35,1990.29,0
Male,0,No,No,60,Yes,No,Econet Mobile,Two year,Yes,Cash deposit,23.71,1442.0,0
Male,0,No,Yes,69,Yes,Yes,None,Month-to-month,No,EcoCash,11.07,731.17,0
Female,0,Yes,No,8,Yes,Yes,None,Two year,Yes,Cash deposit,54.43,429.47,0
Male,0,No,No,68,Yes,No,TelOne ADSL,Month-to-month,No,Cash deposit,56.82,3897.4,1
Female,0,No,No,41,Yes,Yes,Econet Mobile,Month-to-month,Yes,Cash deposit,57.25,2278.91,1
Male,0,No,Yes,43,Yes,Yes,ZOL Fibroniks,Two year,Yes,Cash deposit,33.81,1402.73,0
Female,0,Yes,Yes,22,Yes,No,None,Two year,No,Cash deposit,25.2,483.11,0
Female,1,No,No,24,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,15.62,459.09,1
Female,0,No,No,39,Yes,No,TelOne ADSL,Two year,No,OneMoney,22.03,845.31,0
Male,0,No,Yes,14,No,No phone service,Liquid Home,One year,Yes,EcoCash,10.91,224.58,0
Male,0,Yes,No,52,Yes,No,Econet Mobile,Two year,Yes,EcoCash,30.08,1560.45,0
Female,0,No,No,48,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,67.87,3347.45,1
Female,0,Yes,No,0,Yes,No,Liquid Home,Two year,No,EcoCash,28.19,89.81,0
Female,0,Yes,No,15,Yes,Yes,ZOL Fibroniks,One year,Yes,Cash deposit,40.31,570.42,0
Male,0,Yes,No,37,Yes,Yes,Econet Mobile,One year,Yes,Cash deposit,47.85,1776.12,0
Female,0,No,No,54,Yes,No,None,Month-to-month,Yes,EcoCash,31.5,1650.81,0
Male,0,No,Yes,21,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,31.36,691.66,1
Male,0,Yes,No,64,Yes,No,Econet Mobile,Month-to-month,Yes,ZIPIT,61.15,3967.49,0
Female,0,Yes,Yes,38,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,41.36,1665.66,0
Male,0,Yes,No,39,Yes,Yes,Liquid Home,Two year,No,Cash deposit,58.33,2343.76,0
Female,0,Yes,No,8,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,80.98,669.48,1
Male,0,No,No,45,Yes,No,Econet Mobile,Month-to-month,Yes,Cash deposit,22.34,1022.99,0
Male,0,Yes,Yes,59,Yes,Yes,ZOL Fibroniks,Month-to-month,No,OneMoney,35.2,2064.48,0
Male,0,Yes,Yes,15,Yes,Yes,Econet Mobile,One year,Yes,EcoCash,34.99,616.03,0
Female,0,No,Yes,39,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,29.08,1090.92,0
Female,1,Yes,No,0,Yes,Yes,TelOne ADSL,One year,Yes,ZIPIT,30.23,0.0,0
Female,1,No,No,15,Yes,No,Liquid Home,Month-to-month,Yes,Bank debit order,63.25,893.88,1
Female,1,No,Yes,5,Yes,No,Econet Mobile,Month-to-month,Yes,ZIPIT,39.79,252.68,1
Female,0,No,Yes,56,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,82.81,4685.51,1
Female,0,No,No,72,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,30.69,2231.92,1
Female,0,Yes,Yes,2,Yes,No,TelOne ADSL,One year,Yes,EcoCash,65.11,145.87,0
Male,0,No,Yes,51,Yes,Yes,TelOne ADSL,One year,Yes,ZIPIT,69.66,3493.51,0
Male,0,No,Yes,43,Yes,Yes,TelOne ADSL,Month-to-month,No,Cash deposit,36.51,1583.5,0
Male,0,Yes,No,51,Yes,Yes,ZOL Fibroniks,One year,Yes,OneMoney,46.05,2410.21,0
Male,0,No,No,36,Yes,No,ZOL Fibroniks,Two year,Yes,EcoCash,53.89,1885.94,0
Female,0,No,No,72,Yes,No,ZOL Fibroniks,One year,Yes,Cash deposit,27.98,1953.53,0
Male,0,No,Yes,2,Yes,No,ZOL Fibroniks,One year,Yes,EcoCash,67.95,151.47,1
Male,0,No,Yes,10,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,23.4,272.31,0
Female,0,Yes,No,18,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,28.63,556.13,0
Female,1,No,No,57,Yes,Yes,TelOne ADSL,Month-to-month,No,Bank debit order,28.83,1703.83,0
Female,0,No,Yes,5,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,42.05,218.27,0
Male,0,No,No,9,Yes,Yes,Liquid Home,Month-to-month,Yes,ZIPIT,43.9,312.25,1
Male,0,Yes,No,53,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,26.54,1432.43,1
Female,0,No,No,30,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,35.96,1138.23,0
Male,0,No,Yes,51,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,17.94,883.86,0
Male,0,Yes,Yes,26,No,No phone service,ZOL Fibroniks,One year,No,EcoCash,58.96,1526.1,0
Male,0,No,Yes,6,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,50.51,194.23,0
Female,0,No,No,43,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,31.75,1351.25,1
Female,0,No,No,7,Yes,Yes,TelOne ADSL,Month-to-month,No,Cash deposit,34.54,321.67,1
Female,1,No,Yes,34,Yes,Yes,None,Month-to-month,No,Cash deposit,26.06,863.82,1
Female,0,Yes,Yes,64,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,21.27,1308.48,0
Female,0,No,Yes,13,Yes,No,None,Month-to-month,No,EcoCash,18.55,339.15,1
